#instr,model,trace_type,trace_name,IPC
1M,baseline,clientservertraces,server_010.champsimtrace.xz,0.710837
1M,baseline,clientservertraces,server_011.champsimtrace.xz,0.61711
1M,baseline,clientservertraces,server_012.champsimtrace.xz,0.687288
1M,baseline,clientservertraces,server_013.champsimtrace.xz,0.68092
1M,baseline,clientservertraces,server_014.champsimtrace.xz,1.18905
1M,baseline,clientservertraces,server_016.champsimtrace.xz,0.795057
1M,baseline,clientservertraces,server_017.champsimtrace.xz,0.379013
1M,baseline,clientservertraces,server_018.champsimtrace.xz,0.363898
1M,baseline,clientservertraces,server_019.champsimtrace.xz,0.388898
1M,baseline,clientservertraces,server_020.champsimtrace.xz,0.374471
1M,baseline,clientservertraces,server_021.champsimtrace.xz,0.360135
1M,baseline,clientservertraces,server_022.champsimtrace.xz,0.336071
1M,baseline,clientservertraces,server_023.champsimtrace.xz,0.831618
1M,baseline,clientservertraces,server_024.champsimtrace.xz,0.826361
1M,baseline,clientservertraces,server_025.champsimtrace.xz,0.813938
1M,baseline,clientservertraces,server_026.champsimtrace.xz,0.786508
1M,baseline,clientservertraces,server_027.champsimtrace.xz,0.796736
1M,baseline,clientservertraces,server_028.champsimtrace.xz,0.765287
1M,baseline,clientservertraces,server_029.champsimtrace.xz,0.759169
1M,baseline,clientservertraces,server_030.champsimtrace.xz,0.754333
1M,baseline,clientservertraces,server_031.champsimtrace.xz,0.735646
1M,baseline,clientservertraces,server_032.champsimtrace.xz,0.793259
1M,baseline,clientservertraces,server_033.champsimtrace.xz,0.766875
1M,baseline,clientservertraces,server_034.champsimtrace.xz,0.879272
1M,baseline,clientservertraces,server_035.champsimtrace.xz,0.772901
1M,baseline,clientservertraces,server_037.champsimtrace.xz,0.827764
1M,baseline,clientservertraces,server_038.champsimtrace.xz,0.779353
1M,baseline,spec17,600.perlbench_s-570B.champsimtrace.xz,1.31376
1M,baseline,spec17,602.gcc_s-1850B.champsimtrace.xz,0.282927
1M,baseline,spec17,602.gcc_s-2226B.champsimtrace.xz,0.107422
1M,baseline,spec17,602.gcc_s-734B.champsimtrace.xz,0.483069
1M,baseline,spec17,603.bwaves_s-1740B.champsimtrace.xz,0.748223
1M,baseline,spec17,603.bwaves_s-2609B.champsimtrace.xz,0.739797
1M,baseline,spec17,603.bwaves_s-2931B.champsimtrace.xz,1.0145
1M,baseline,spec17,603.bwaves_s-891B.champsimtrace.xz,0.36906
1M,baseline,spec17,605.mcf_s-1152B.champsimtrace.xz,0.332359
1M,baseline,spec17,605.mcf_s-1536B.champsimtrace.xz,0.160876
1M,baseline,spec17,605.mcf_s-1554B.champsimtrace.xz,0.143084
1M,baseline,spec17,605.mcf_s-1644B.champsimtrace.xz,0.148654
1M,baseline,spec17,605.mcf_s-472B.champsimtrace.xz,0.236688
1M,baseline,spec17,605.mcf_s-484B.champsimtrace.xz,0.475368
1M,baseline,spec17,605.mcf_s-665B.champsimtrace.xz,0.367847
1M,baseline,spec17,605.mcf_s-782B.champsimtrace.xz,0.168696
1M,baseline,spec17,605.mcf_s-994B.champsimtrace.xz,0.656222
1M,baseline,spec17,607.cactuBSSN_s-2421B.champsimtrace.xz,1.25984
1M,baseline,spec17,607.cactuBSSN_s-3477B.champsimtrace.xz,1.19226
1M,baseline,spec17,607.cactuBSSN_s-4004B.champsimtrace.xz,1.23463
1M,baseline,spec17,619.lbm_s-2676B.champsimtrace.xz,0.549786
1M,baseline,spec17,619.lbm_s-2677B.champsimtrace.xz,0.450996
1M,baseline,spec17,619.lbm_s-3766B.champsimtrace.xz,0.924407
1M,baseline,spec17,619.lbm_s-4268B.champsimtrace.xz,0.433065
1M,baseline,spec17,620.omnetpp_s-141B.champsimtrace.xz,0.324416
1M,baseline,spec17,620.omnetpp_s-874B.champsimtrace.xz,0.358269
1M,baseline,spec17,621.wrf_s-6673B.champsimtrace.xz,0.572725
1M,baseline,spec17,621.wrf_s-8065B.champsimtrace.xz,0.245427
1M,baseline,spec17,623.xalancbmk_s-10B.champsimtrace.xz,0.234896
1M,baseline,spec17,623.xalancbmk_s-165B.champsimtrace.xz,0.448584
1M,baseline,spec17,623.xalancbmk_s-202B.champsimtrace.xz,0.367809
1M,baseline,spec17,628.pop2_s-17B.champsimtrace.xz,1.16878
1M,baseline,spec17,641.leela_s-1083B.champsimtrace.xz,0.786897
1M,baseline,spec17,649.fotonik3d_s-10881B.champsimtrace.xz,0.509508
1M,baseline,spec17,649.fotonik3d_s-1176B.champsimtrace.xz,0.921232
1M,baseline,spec17,649.fotonik3d_s-7084B.champsimtrace.xz,0.739433
1M,baseline,spec17,649.fotonik3d_s-8225B.champsimtrace.xz,0.918836
1M,baseline,spec17,654.roms_s-1007B.champsimtrace.xz,1.17672
1M,baseline,spec17,654.roms_s-1070B.champsimtrace.xz,0.689804
1M,baseline,spec17,654.roms_s-1390B.champsimtrace.xz,0.478228
1M,baseline,spec17,654.roms_s-1613B.champsimtrace.xz,1.45106
1M,baseline,spec17,654.roms_s-293B.champsimtrace.xz,1.61428
1M,baseline,spec17,654.roms_s-294B.champsimtrace.xz,0.865373
1M,baseline,spec17,654.roms_s-523B.champsimtrace.xz,0.597658
1M,baseline,spec17,657.xz_s-2302B.champsimtrace.xz,0.689159
1M,INSTR-ALL-1x,clientservertraces,client_001.champsimtrace.xz,0.988352
1M,INSTR-ALL-1x,clientservertraces,client_002.champsimtrace.xz,0.759699
1M,INSTR-ALL-1x,clientservertraces,client_003.champsimtrace.xz,1.35384
1M,INSTR-ALL-1x,clientservertraces,client_004.champsimtrace.xz,0.685152
1M,INSTR-ALL-1x,clientservertraces,client_005.champsimtrace.xz,0.792122
1M,INSTR-ALL-1x,clientservertraces,client_006.champsimtrace.xz,0.612195
1M,INSTR-ALL-1x,clientservertraces,client_007.champsimtrace.xz,0.803946
1M,INSTR-ALL-1x,clientservertraces,client_008.champsimtrace.xz,0.899248
1M,INSTR-ALL-1x,clientservertraces,server_001.champsimtrace.xz,0.847364
1M,INSTR-ALL-1x,clientservertraces,server_003.champsimtrace.xz,0.52827
1M,INSTR-ALL-1x,clientservertraces,server_004.champsimtrace.xz,0.652066
1M,INSTR-ALL-1x,clientservertraces,server_009.champsimtrace.xz,0.60747
1M,INSTR-ALL-1x,clientservertraces,server_010.champsimtrace.xz,0.682577
1M,INSTR-ALL-1x,clientservertraces,server_011.champsimtrace.xz,0.578586
1M,INSTR-ALL-1x,clientservertraces,server_012.champsimtrace.xz,0.637604
1M,INSTR-ALL-1x,clientservertraces,server_013.champsimtrace.xz,0.643114
1M,INSTR-ALL-1x,clientservertraces,server_014.champsimtrace.xz,1.29142
1M,INSTR-ALL-1x,clientservertraces,server_016.champsimtrace.xz,0.785109
1M,INSTR-ALL-1x,clientservertraces,server_017.champsimtrace.xz,0.37842
1M,INSTR-ALL-1x,clientservertraces,server_018.champsimtrace.xz,0.360513
1M,INSTR-ALL-1x,clientservertraces,server_019.champsimtrace.xz,0.385574
1M,INSTR-ALL-1x,clientservertraces,server_020.champsimtrace.xz,0.370838
1M,INSTR-ALL-1x,clientservertraces,server_021.champsimtrace.xz,0.354892
1M,INSTR-ALL-1x,clientservertraces,server_022.champsimtrace.xz,0.334204
1M,INSTR-ALL-1x,clientservertraces,server_023.champsimtrace.xz,0.81012
1M,INSTR-ALL-1x,clientservertraces,server_024.champsimtrace.xz,0.811669
1M,INSTR-ALL-1x,clientservertraces,server_025.champsimtrace.xz,0.808164
1M,INSTR-ALL-1x,clientservertraces,server_026.champsimtrace.xz,0.783595
1M,INSTR-ALL-1x,clientservertraces,server_027.champsimtrace.xz,0.794608
1M,INSTR-ALL-1x,clientservertraces,server_028.champsimtrace.xz,0.769478
1M,INSTR-ALL-1x,clientservertraces,server_029.champsimtrace.xz,0.754124
1M,INSTR-ALL-1x,clientservertraces,server_030.champsimtrace.xz,0.755727
1M,INSTR-ALL-1x,clientservertraces,server_031.champsimtrace.xz,0.744881
1M,INSTR-ALL-1x,clientservertraces,server_032.champsimtrace.xz,0.792105
1M,INSTR-ALL-1x,clientservertraces,server_033.champsimtrace.xz,0.735705
1M,INSTR-ALL-1x,clientservertraces,server_034.champsimtrace.xz,0.843747
1M,INSTR-ALL-1x,clientservertraces,server_035.champsimtrace.xz,0.746096
1M,INSTR-ALL-1x,clientservertraces,server_037.champsimtrace.xz,0.819598
1M,INSTR-ALL-1x,clientservertraces,server_038.champsimtrace.xz,0.770782
1M,INSTR-ALL-1x,spec17,600.perlbench_s-570B.champsimtrace.xz,1.31376
1M,INSTR-ALL-1x,spec17,602.gcc_s-1850B.champsimtrace.xz,0.282927
1M,INSTR-ALL-1x,spec17,602.gcc_s-2226B.champsimtrace.xz,0.107422
1M,INSTR-ALL-1x,spec17,602.gcc_s-734B.champsimtrace.xz,0.483069
1M,INSTR-ALL-1x,spec17,603.bwaves_s-1740B.champsimtrace.xz,0.748223
1M,INSTR-ALL-1x,spec17,603.bwaves_s-2609B.champsimtrace.xz,0.739797
1M,INSTR-ALL-1x,spec17,603.bwaves_s-2931B.champsimtrace.xz,1.0145
1M,INSTR-ALL-1x,spec17,603.bwaves_s-891B.champsimtrace.xz,0.36906
1M,INSTR-ALL-1x,spec17,605.mcf_s-1152B.champsimtrace.xz,0.33236
1M,INSTR-ALL-1x,spec17,605.mcf_s-1536B.champsimtrace.xz,0.160876
1M,INSTR-ALL-1x,spec17,605.mcf_s-1554B.champsimtrace.xz,0.143084
1M,INSTR-ALL-1x,spec17,605.mcf_s-1644B.champsimtrace.xz,0.148654
1M,INSTR-ALL-1x,spec17,605.mcf_s-472B.champsimtrace.xz,0.236688
1M,INSTR-ALL-1x,spec17,605.mcf_s-484B.champsimtrace.xz,0.475368
1M,INSTR-ALL-1x,spec17,605.mcf_s-665B.champsimtrace.xz,0.367847
1M,INSTR-ALL-1x,spec17,605.mcf_s-782B.champsimtrace.xz,0.168696
1M,INSTR-ALL-1x,spec17,605.mcf_s-994B.champsimtrace.xz,0.656222
1M,INSTR-ALL-1x,spec17,607.cactuBSSN_s-2421B.champsimtrace.xz,1.34789
1M,INSTR-ALL-1x,spec17,607.cactuBSSN_s-3477B.champsimtrace.xz,1.25714
1M,INSTR-ALL-1x,spec17,607.cactuBSSN_s-4004B.champsimtrace.xz,1.31738
1M,INSTR-ALL-1x,spec17,619.lbm_s-2676B.champsimtrace.xz,0.549786
1M,INSTR-ALL-1x,spec17,619.lbm_s-2677B.champsimtrace.xz,0.450996
1M,INSTR-ALL-1x,spec17,619.lbm_s-3766B.champsimtrace.xz,0.924407
1M,INSTR-ALL-1x,spec17,619.lbm_s-4268B.champsimtrace.xz,0.433065
1M,INSTR-ALL-1x,spec17,620.omnetpp_s-141B.champsimtrace.xz,0.324463
1M,INSTR-ALL-1x,spec17,620.omnetpp_s-874B.champsimtrace.xz,0.358187
1M,INSTR-ALL-1x,spec17,621.wrf_s-6673B.champsimtrace.xz,0.572725
1M,INSTR-ALL-1x,spec17,621.wrf_s-8065B.champsimtrace.xz,0.245406
1M,INSTR-ALL-1x,spec17,623.xalancbmk_s-10B.champsimtrace.xz,0.235021
1M,INSTR-ALL-1x,spec17,623.xalancbmk_s-165B.champsimtrace.xz,0.448767
1M,INSTR-ALL-1x,spec17,623.xalancbmk_s-202B.champsimtrace.xz,0.367809
1M,INSTR-ALL-1x,spec17,628.pop2_s-17B.champsimtrace.xz,1.16868
1M,INSTR-ALL-1x,spec17,641.leela_s-1083B.champsimtrace.xz,0.786913
1M,INSTR-ALL-1x,spec17,649.fotonik3d_s-10881B.champsimtrace.xz,0.509508
1M,INSTR-ALL-1x,spec17,649.fotonik3d_s-1176B.champsimtrace.xz,0.921232
1M,INSTR-ALL-1x,spec17,649.fotonik3d_s-7084B.champsimtrace.xz,0.739433
1M,INSTR-ALL-1x,spec17,649.fotonik3d_s-8225B.champsimtrace.xz,0.918836
1M,INSTR-ALL-1x,spec17,654.roms_s-1007B.champsimtrace.xz,1.17672
1M,INSTR-ALL-1x,spec17,654.roms_s-1070B.champsimtrace.xz,0.689804
1M,INSTR-ALL-1x,spec17,654.roms_s-1390B.champsimtrace.xz,0.478228
1M,INSTR-ALL-1x,spec17,654.roms_s-1613B.champsimtrace.xz,1.45106
1M,INSTR-ALL-1x,spec17,654.roms_s-293B.champsimtrace.xz,1.61428
1M,INSTR-ALL-1x,spec17,654.roms_s-294B.champsimtrace.xz,0.865373
1M,INSTR-ALL-1x,spec17,654.roms_s-523B.champsimtrace.xz,0.597658
1M,INSTR-ALL-1x,spec17,657.xz_s-2302B.champsimtrace.xz,0.689176
1M,INSTR-NOALL,clientservertraces,client_001.champsimtrace.xz,0.480063
1M,INSTR-NOALL,clientservertraces,client_002.champsimtrace.xz,0.37329
1M,INSTR-NOALL,clientservertraces,client_003.champsimtrace.xz,0.472745
1M,INSTR-NOALL,clientservertraces,client_004.champsimtrace.xz,0.382794
1M,INSTR-NOALL,clientservertraces,client_005.champsimtrace.xz,0.462306
1M,INSTR-NOALL,clientservertraces,client_006.champsimtrace.xz,0.451171
1M,INSTR-NOALL,clientservertraces,client_007.champsimtrace.xz,0.357053
1M,INSTR-NOALL,clientservertraces,client_008.champsimtrace.xz,0.277517
1M,INSTR-NOALL,clientservertraces,server_001.champsimtrace.xz,0.435355
1M,INSTR-NOALL,clientservertraces,server_003.champsimtrace.xz,0.274376
1M,INSTR-NOALL,clientservertraces,server_004.champsimtrace.xz,0.268542
1M,INSTR-NOALL,clientservertraces,server_009.champsimtrace.xz,0.249891
1M,INSTR-NOALL,clientservertraces,server_010.champsimtrace.xz,0.253767
1M,INSTR-NOALL,clientservertraces,server_011.champsimtrace.xz,0.273095
1M,INSTR-NOALL,clientservertraces,server_012.champsimtrace.xz,0.254316
1M,INSTR-NOALL,clientservertraces,server_013.champsimtrace.xz,0.270393
1M,INSTR-NOALL,clientservertraces,server_014.champsimtrace.xz,0.286827
1M,INSTR-NOALL,clientservertraces,server_016.champsimtrace.xz,0.295772
1M,INSTR-NOALL,clientservertraces,server_017.champsimtrace.xz,0.206517
1M,INSTR-NOALL,clientservertraces,server_018.champsimtrace.xz,0.204848
1M,INSTR-NOALL,clientservertraces,server_019.champsimtrace.xz,0.203796
1M,INSTR-NOALL,clientservertraces,server_020.champsimtrace.xz,0.209018
1M,INSTR-NOALL,clientservertraces,server_021.champsimtrace.xz,0.197045
1M,INSTR-NOALL,clientservertraces,server_022.champsimtrace.xz,0.196062
1M,INSTR-NOALL,clientservertraces,server_023.champsimtrace.xz,0.297376
1M,INSTR-NOALL,clientservertraces,server_024.champsimtrace.xz,0.304516
1M,INSTR-NOALL,clientservertraces,server_025.champsimtrace.xz,0.286221
1M,INSTR-NOALL,clientservertraces,server_026.champsimtrace.xz,0.280144
1M,INSTR-NOALL,clientservertraces,server_027.champsimtrace.xz,0.288154
1M,INSTR-NOALL,clientservertraces,server_028.champsimtrace.xz,0.268698
1M,INSTR-NOALL,clientservertraces,server_029.champsimtrace.xz,0.279392
1M,INSTR-NOALL,clientservertraces,server_030.champsimtrace.xz,0.271561
1M,INSTR-NOALL,clientservertraces,server_031.champsimtrace.xz,0.260383
1M,INSTR-NOALL,clientservertraces,server_032.champsimtrace.xz,0.261278
1M,INSTR-NOALL,clientservertraces,server_033.champsimtrace.xz,0.229926
1M,INSTR-NOALL,clientservertraces,server_034.champsimtrace.xz,0.231336
1M,INSTR-NOALL,clientservertraces,server_035.champsimtrace.xz,0.227437
1M,INSTR-NOALL,clientservertraces,server_037.champsimtrace.xz,0.229188
1M,INSTR-NOALL,clientservertraces,server_038.champsimtrace.xz,0.235554
1M,INSTR-NOALL,spec17,600.perlbench_s-570B.champsimtrace.xz,0.806584
1M,INSTR-NOALL,spec17,602.gcc_s-1850B.champsimtrace.xz,0.193319
1M,INSTR-NOALL,spec17,602.gcc_s-2226B.champsimtrace.xz,0.102492
1M,INSTR-NOALL,spec17,602.gcc_s-734B.champsimtrace.xz,0.315296
1M,INSTR-NOALL,spec17,603.bwaves_s-1740B.champsimtrace.xz,0.748223
1M,INSTR-NOALL,spec17,603.bwaves_s-2609B.champsimtrace.xz,0.739797
1M,INSTR-NOALL,spec17,603.bwaves_s-2931B.champsimtrace.xz,1.0132
1M,INSTR-NOALL,spec17,603.bwaves_s-891B.champsimtrace.xz,0.369082
1M,INSTR-NOALL,spec17,605.mcf_s-1152B.champsimtrace.xz,0.315341
1M,INSTR-NOALL,spec17,605.mcf_s-1536B.champsimtrace.xz,0.172997
1M,INSTR-NOALL,spec17,605.mcf_s-1554B.champsimtrace.xz,0.14293
1M,INSTR-NOALL,spec17,605.mcf_s-1644B.champsimtrace.xz,0.148557
1M,INSTR-NOALL,spec17,605.mcf_s-472B.champsimtrace.xz,0.236553
1M,INSTR-NOALL,spec17,605.mcf_s-484B.champsimtrace.xz,0.475368
1M,INSTR-NOALL,spec17,605.mcf_s-665B.champsimtrace.xz,0.345113
1M,INSTR-NOALL,spec17,605.mcf_s-782B.champsimtrace.xz,0.167002
1M,INSTR-NOALL,spec17,605.mcf_s-994B.champsimtrace.xz,0.603042
1M,INSTR-NOALL,spec17,607.cactuBSSN_s-2421B.champsimtrace.xz,1.04866
1M,INSTR-NOALL,spec17,607.cactuBSSN_s-3477B.champsimtrace.xz,0.950121
1M,INSTR-NOALL,spec17,607.cactuBSSN_s-4004B.champsimtrace.xz,0.997193
1M,INSTR-NOALL,spec17,619.lbm_s-2676B.champsimtrace.xz,0.521765
1M,INSTR-NOALL,spec17,619.lbm_s-2677B.champsimtrace.xz,0.43182
1M,INSTR-NOALL,spec17,619.lbm_s-3766B.champsimtrace.xz,0.844522
1M,INSTR-NOALL,spec17,619.lbm_s-4268B.champsimtrace.xz,0.414854
1M,INSTR-NOALL,spec17,620.omnetpp_s-141B.champsimtrace.xz,0.257893
1M,INSTR-NOALL,spec17,620.omnetpp_s-874B.champsimtrace.xz,0.274
1M,INSTR-NOALL,spec17,621.wrf_s-6673B.champsimtrace.xz,0.563245
1M,INSTR-NOALL,spec17,621.wrf_s-8065B.champsimtrace.xz,0.24314
1M,INSTR-NOALL,spec17,623.xalancbmk_s-10B.champsimtrace.xz,0.21674
1M,INSTR-NOALL,spec17,623.xalancbmk_s-165B.champsimtrace.xz,0.394503
1M,INSTR-NOALL,spec17,623.xalancbmk_s-202B.champsimtrace.xz,0.306711
1M,INSTR-NOALL,spec17,628.pop2_s-17B.champsimtrace.xz,1.02576
1M,INSTR-NOALL,spec17,641.leela_s-1083B.champsimtrace.xz,0.750347
1M,INSTR-NOALL,spec17,649.fotonik3d_s-10881B.champsimtrace.xz,0.509508
1M,INSTR-NOALL,spec17,649.fotonik3d_s-1176B.champsimtrace.xz,0.920653
1M,INSTR-NOALL,spec17,649.fotonik3d_s-7084B.champsimtrace.xz,0.734378
1M,INSTR-NOALL,spec17,649.fotonik3d_s-8225B.champsimtrace.xz,0.918482
1M,INSTR-NOALL,spec17,654.roms_s-1007B.champsimtrace.xz,0.673928
1M,INSTR-NOALL,spec17,654.roms_s-1070B.champsimtrace.xz,0.689804
1M,INSTR-NOALL,spec17,654.roms_s-1390B.champsimtrace.xz,0.478228
1M,INSTR-NOALL,spec17,654.roms_s-1613B.champsimtrace.xz,0.547025
1M,INSTR-NOALL,spec17,654.roms_s-293B.champsimtrace.xz,1.60897
1M,INSTR-NOALL,spec17,654.roms_s-294B.champsimtrace.xz,0.865373
1M,INSTR-NOALL,spec17,654.roms_s-523B.champsimtrace.xz,0.597867
1M,INSTR-NOALL,spec17,657.xz_s-2302B.champsimtrace.xz,0.68336
1M,INSTR-NOL2C,clientservertraces,client_001.champsimtrace.xz,0.90716
1M,INSTR-NOL2C,clientservertraces,client_002.champsimtrace.xz,0.725817
1M,INSTR-NOL2C,clientservertraces,client_003.champsimtrace.xz,1.2457
1M,INSTR-NOL2C,clientservertraces,client_004.champsimtrace.xz,0.654744
1M,INSTR-NOL2C,clientservertraces,client_005.champsimtrace.xz,0.778081
1M,INSTR-NOL2C,clientservertraces,client_006.champsimtrace.xz,0.60232
1M,INSTR-NOL2C,clientservertraces,client_007.champsimtrace.xz,0.662116
1M,INSTR-NOL2C,clientservertraces,client_008.champsimtrace.xz,0.748823
1M,INSTR-NOL2C,clientservertraces,server_001.champsimtrace.xz,0.806479
1M,INSTR-NOL2C,clientservertraces,server_003.champsimtrace.xz,0.499453
1M,INSTR-NOL2C,clientservertraces,server_004.champsimtrace.xz,0.606773
1M,INSTR-NOL2C,clientservertraces,server_009.champsimtrace.xz,0.563068
1M,INSTR-NOL2C,clientservertraces,server_010.champsimtrace.xz,0.626212
1M,INSTR-NOL2C,clientservertraces,server_011.champsimtrace.xz,0.525006
1M,INSTR-NOL2C,clientservertraces,server_012.champsimtrace.xz,0.589183
1M,INSTR-NOL2C,clientservertraces,server_013.champsimtrace.xz,0.599244
1M,INSTR-NOL2C,clientservertraces,server_014.champsimtrace.xz,0.991014
1M,INSTR-NOL2C,clientservertraces,server_016.champsimtrace.xz,0.637741
1M,INSTR-NOL2C,clientservertraces,server_017.champsimtrace.xz,0.34869
1M,INSTR-NOL2C,clientservertraces,server_018.champsimtrace.xz,0.335231
1M,INSTR-NOL2C,clientservertraces,server_019.champsimtrace.xz,0.353994
1M,INSTR-NOL2C,clientservertraces,server_020.champsimtrace.xz,0.344093
1M,INSTR-NOL2C,clientservertraces,server_021.champsimtrace.xz,0.329333
1M,INSTR-NOL2C,clientservertraces,server_022.champsimtrace.xz,0.313845
1M,INSTR-NOL2C,clientservertraces,server_023.champsimtrace.xz,0.657927
1M,INSTR-NOL2C,clientservertraces,server_024.champsimtrace.xz,0.659263
1M,INSTR-NOL2C,clientservertraces,server_025.champsimtrace.xz,0.642958
1M,INSTR-NOL2C,clientservertraces,server_026.champsimtrace.xz,0.63288
1M,INSTR-NOL2C,clientservertraces,server_027.champsimtrace.xz,0.637614
1M,INSTR-NOL2C,clientservertraces,server_028.champsimtrace.xz,0.591463
1M,INSTR-NOL2C,clientservertraces,server_029.champsimtrace.xz,0.598115
1M,INSTR-NOL2C,clientservertraces,server_030.champsimtrace.xz,0.584162
1M,INSTR-NOL2C,clientservertraces,server_031.champsimtrace.xz,0.572657
1M,INSTR-NOL2C,clientservertraces,server_032.champsimtrace.xz,0.587157
1M,INSTR-NOL2C,clientservertraces,server_033.champsimtrace.xz,0.552276
1M,INSTR-NOL2C,clientservertraces,server_034.champsimtrace.xz,0.585593
1M,INSTR-NOL2C,clientservertraces,server_035.champsimtrace.xz,0.553825
1M,INSTR-NOL2C,clientservertraces,server_037.champsimtrace.xz,0.558256
1M,INSTR-NOL2C,clientservertraces,server_038.champsimtrace.xz,0.538271
1M,INSTR-NOL2C-NOLLC,clientservertraces,client_001.champsimtrace.xz,0.58725
1M,INSTR-NOL2C-NOLLC,clientservertraces,client_002.champsimtrace.xz,0.548629
1M,INSTR-NOL2C-NOLLC,clientservertraces,client_003.champsimtrace.xz,0.817917
1M,INSTR-NOL2C-NOLLC,clientservertraces,client_004.champsimtrace.xz,0.511365
1M,INSTR-NOL2C-NOLLC,clientservertraces,client_005.champsimtrace.xz,0.647939
1M,INSTR-NOL2C-NOLLC,clientservertraces,client_006.champsimtrace.xz,0.530719
1M,INSTR-NOL2C-NOLLC,clientservertraces,client_007.champsimtrace.xz,0.358675
1M,INSTR-NOL2C-NOLLC,clientservertraces,client_008.champsimtrace.xz,0.36512
1M,INSTR-NOL2C-NOLLC,clientservertraces,server_001.champsimtrace.xz,0.53473
1M,INSTR-NOL2C-NOLLC,clientservertraces,server_003.champsimtrace.xz,0.269606
1M,INSTR-NOL2C-NOLLC,clientservertraces,server_004.champsimtrace.xz,0.288597
1M,INSTR-NOL2C-NOLLC,clientservertraces,server_009.champsimtrace.xz,0.294105
1M,INSTR-NOL2C-NOLLC,clientservertraces,server_010.champsimtrace.xz,0.298223
1M,INSTR-NOL2C-NOLLC,clientservertraces,server_011.champsimtrace.xz,0.286243
1M,INSTR-NOL2C-NOLLC,clientservertraces,server_012.champsimtrace.xz,0.303105
1M,INSTR-NOL2C-NOLLC,clientservertraces,server_013.champsimtrace.xz,0.277603
1M,INSTR-NOL2C-NOLLC,clientservertraces,server_014.champsimtrace.xz,0.463561
1M,INSTR-NOL2C-NOLLC,clientservertraces,server_016.champsimtrace.xz,0.274854
1M,INSTR-NOL2C-NOLLC,clientservertraces,server_017.champsimtrace.xz,0.212474
1M,INSTR-NOL2C-NOLLC,clientservertraces,server_018.champsimtrace.xz,0.215865
1M,INSTR-NOL2C-NOLLC,clientservertraces,server_019.champsimtrace.xz,0.212156
1M,INSTR-NOL2C-NOLLC,clientservertraces,server_020.champsimtrace.xz,0.216138
1M,INSTR-NOL2C-NOLLC,clientservertraces,server_021.champsimtrace.xz,0.208811
1M,INSTR-NOL2C-NOLLC,clientservertraces,server_022.champsimtrace.xz,0.211209
1M,INSTR-NOL2C-NOLLC,clientservertraces,server_023.champsimtrace.xz,0.280794
1M,INSTR-NOL2C-NOLLC,clientservertraces,server_024.champsimtrace.xz,0.286402
1M,INSTR-NOL2C-NOLLC,clientservertraces,server_025.champsimtrace.xz,0.2705
1M,INSTR-NOL2C-NOLLC,clientservertraces,server_026.champsimtrace.xz,0.261758
1M,INSTR-NOL2C-NOLLC,clientservertraces,server_027.champsimtrace.xz,0.266072
1M,INSTR-NOL2C-NOLLC,clientservertraces,server_028.champsimtrace.xz,0.242393
1M,INSTR-NOL2C-NOLLC,clientservertraces,server_029.champsimtrace.xz,0.252187
1M,INSTR-NOL2C-NOLLC,clientservertraces,server_030.champsimtrace.xz,0.240572
1M,INSTR-NOL2C-NOLLC,clientservertraces,server_031.champsimtrace.xz,0.23706
1M,INSTR-NOL2C-NOLLC,clientservertraces,server_032.champsimtrace.xz,0.237024
1M,INSTR-NOL2C-NOLLC,clientservertraces,server_033.champsimtrace.xz,0.217147
1M,INSTR-NOL2C-NOLLC,clientservertraces,server_034.champsimtrace.xz,0.219491
1M,INSTR-NOL2C-NOLLC,clientservertraces,server_035.champsimtrace.xz,0.218464
1M,INSTR-NOL2C-NOLLC,clientservertraces,server_037.champsimtrace.xz,0.207582
1M,INSTR-NOL2C-NOLLC,clientservertraces,server_038.champsimtrace.xz,0.206572
1M,INSTR-NOL2C-NOLLC,spec17,600.perlbench_s-570B.champsimtrace.xz,1.30995
1M,INSTR-NOL2C-NOLLC,spec17,602.gcc_s-1850B.champsimtrace.xz,0.282927
1M,INSTR-NOL2C-NOLLC,spec17,602.gcc_s-2226B.champsimtrace.xz,0.107422
1M,INSTR-NOL2C-NOLLC,spec17,602.gcc_s-734B.champsimtrace.xz,0.483069
1M,INSTR-NOL2C-NOLLC,spec17,603.bwaves_s-1740B.champsimtrace.xz,0.748223
1M,INSTR-NOL2C-NOLLC,spec17,603.bwaves_s-2609B.champsimtrace.xz,0.739797
1M,INSTR-NOL2C-NOLLC,spec17,603.bwaves_s-2931B.champsimtrace.xz,1.0145
1M,INSTR-NOL2C-NOLLC,spec17,603.bwaves_s-891B.champsimtrace.xz,0.36906
1M,INSTR-NOL2C-NOLLC,spec17,605.mcf_s-1152B.champsimtrace.xz,0.33236
1M,INSTR-NOL2C-NOLLC,spec17,605.mcf_s-1536B.champsimtrace.xz,0.160876
1M,INSTR-NOL2C-NOLLC,spec17,605.mcf_s-1554B.champsimtrace.xz,0.143084
1M,INSTR-NOL2C-NOLLC,spec17,605.mcf_s-1644B.champsimtrace.xz,0.148654
1M,INSTR-NOL2C-NOLLC,spec17,605.mcf_s-472B.champsimtrace.xz,0.236688
1M,INSTR-NOL2C-NOLLC,spec17,605.mcf_s-484B.champsimtrace.xz,0.475368
1M,INSTR-NOL2C-NOLLC,spec17,605.mcf_s-665B.champsimtrace.xz,0.367847
